parcel_number,Max End Date,Subsidy Status,parcel_address,numberofunits,num_associated_hud_properties,has_active_rental_license,lhhp_status_type,lhhp_certification_status,lhhp_cert_date,lhhp_cert_expiration_date,lat,lng,council_district,senate_district
886851100,2033-01-01,Inactive,4201 W GIRARD AVE,4.0,1,1,Lead-Safe,Certified,2023/01/25 00:00:00+00,2027/01/25 00:00:00+00,39.97376789187192,-75.21000959717102,3,7
886851200,2033-01-01,Inactive,1237-43 BELMONT AVE,12.0,1,1,Lead-Safe,Certified,2022/07/28 00:00:00+00,2026/07/28 00:00:00+00,39.97452965275515,-75.21216229634966,3,7
886856206,2052-01-01,Active,1706 MOUNT VERNON ST,4.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.964925659833234,-75.16618073153133,5,3
886856208,2052-01-01,Active,1710 MOUNT VERNON ST,3.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96495821655643,-75.16635391608361,5,3
886856210,2052-01-01,Active,1711 MOUNT VERNON ST,,1,0,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96536345656973,-75.1662948306509,5,3
886856212,2052-01-01,Active,1713 MOUNT VERNON ST,3.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96536046396406,-75.16636715874199,5,3
886856214,2052-01-01,Active,1721 MOUNT VERNON ST,4.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96540999012533,-75.16664546851422,5,3
886856216,2052-01-01,Active,1725 MOUNT VERNON ST,3.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.965415117215734,-75.16678822911781,5,3
886856218,2052-01-01,Active,1736 MOUNT VERNON ST,3.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96505547702201,-75.16716668154355,5,3
886856220,2052-01-01,Active,1738 MOUNT VERNON ST,3.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.965062974455016,-75.1672308469993,5,3
886856222,2052-01-01,Active,1740 MOUNT VERNON ST,4.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96507218728451,-75.16729524818706,5,3
886856310,2031-01-01,Active,754 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.966416484681076,-75.20589715957007,3,7
886856320,2031-01-01,Active,756 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96656598029864,-75.20591610551256,3,7
886856330,2031-01-01,Active,758 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96660830585475,-75.20590452504786,3,7
886856340,2031-01-01,Active,760 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96664830812593,-75.20592197670861,3,7
886856350,2031-01-01,Active,762 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.966692095641555,-75.2059243989499,3,7
886856360,2031-01-01,Active,764 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96673538486705,-75.20592937968583,3,7
886856370,2031-01-01,Active,766 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96677876291594,-75.20593206785695,3,7
886856380,2031-01-01,Active,768 N 41ST ST,1.0,1,1,Built after 1978,Exempt,,,39.96682377816274,-75.20593821348318,3,7
886856400,2052-01-01,Active,1701 MOUNT VERNON ST,4.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.965256313895914,-75.16589701046946,5,3
886856402,2052-01-01,Active,1702 MOUNT VERNON ST,4.0,1,1,Lead-Safe,Expired,2021/02/03 00:00:00+00,2025/02/03 00:00:00+00,39.96490843584503,-75.1660390117184,5,3
886856500,2058-01-01,Active,3921 N 5TH ST,38.0,1,1,Built after 1978,Exempt,,,40.01143346888285,-75.13543105178199,7,2
886900000,2051-01-01,Active,2442-58 EMERALD ST,40.0,1,1,Built after 1978,Exempt,,,39.98542018951841,-75.12902835441233,1,1
886900400,2022-01-01,Inactive,2220 W Clearfield St,9.0,1,1,Lead-Safe,Expired,2021/06/01 00:00:00+00,2025/06/01 00:00:00+00,40.00162989991488,-75.16715066999373,8,3
886900858,2053-01-01,Active,1701 S 28th St,,1,0,,,,,39.93154614846424,-75.19114884246335,2,8
886900900,2027-01-01,Active,2710-20 TITAN ST,1.0,1,1,Built after 1978,Exempt,,,39.93724597923528,-75.18939144205305,2,8
886901000,2027-01-01,Active,2730-38 TITAN ST,1.0,1,1,Built after 1978,Exempt,,,39.93730671404052,-75.18987461460455,2,8
886901100,2027-01-01,Active,2711-21 TITAN ST,1.0,1,1,Built after 1978,Exempt,,,39.93744779568803,-75.18934589618769,2,8
886904005,2031-01-01,Active,2927 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.989784769121286,-75.11692221676799,1,2
886904010,2031-01-01,Active,2929 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.98981254851198,-75.11686203544258,1,2
886904025,2031-01-01,Active,2935 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.98989588466729,-75.11668149007049,1,2
886904030,2031-01-01,Active,2937 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.98992380199435,-75.11662100331523,1,2
886904035,2031-01-01,Active,2943 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.98999847414701,-75.11644068322698,1,2
886904040,2031-01-01,Active,2945 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.99003614135332,-75.11635902923042,1,2
886904075,2031-01-01,Active,2953 FRANKFORD AVE,2.0,1,1,Built after 1978,Exempt,,,39.990131623621494,-75.11615999411957,1,2
886904080,2031-01-01,Active,2957 FRANKFORD AVE,2.0,1,1,Built after 1978,Exempt,,,39.99021478893557,-75.11595037809961,1,2
886904110,2031-01-01,Active,3024 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.99097540349121,-75.11514222362398,1,2
886904115,2031-01-01,Active,3026 FRANKFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.9910040463786,-75.11508613740861,1,2
886904120,2031-01-01,Active,2004 E STELLA ST,2.0,1,1,Built after 1978,Exempt,,,39.99163378923588,-75.11597668821908,7,2
886904200,2038-01-01,Active,973 N 7TH ST,57.0,1,1,Built after 1978,Exempt,,,39.9695482953149,-75.14803647460243,5,3
886905000,2036-01-01,Active,1300 W Jefferson St,56.0,1,1,Built after 1978,Exempt,,,39.97492541782158,-75.15678857834978,5,3
886905910,2060-01-01,Active,2935-65 N 2ND ST,,1,0,Built after 1978,Exempt,,,39.99552838336373,-75.13369089797743,7,2
886910100,2034-01-01,Active,4101 Edgely Rd,60.0,1,1,Built after 1978,Exempt,,,39.99823413393555,-75.21305499575918,4,7
886910200,2037-01-01,Active,600 N 39TH ST,1.0,1,1,Built after 1978,Exempt,,,39.96324387641406,-75.19987220508366,3,7
886910205,2037-01-01,Active,604-06 N 39TH ST,1.0,1,1,Lead-Safe,Certified,2021/11/12 00:00:00+00,2025/11/12 00:00:00+00,39.96335318976373,-75.19989258553215,3,7
886910210,2037-01-01,Active,3904-10 MOUNT VERNON ST,2.0,1,1,Built after 1978,Exempt,,,39.96354978694843,-75.2001282270701,3,7
886910235,2037-01-01,Active,3900-10 HAVERFORD AVE,12.0,1,1,Built after 1978,Exempt,,,39.96292309970734,-75.1998767101632,3,7
886910240,2037-01-01,Active,3812-14 HAVERFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.96313857676297,-75.19789907412911,3,7
886910245,2037-01-01,Active,526-28 N 38TH ST,1.0,1,1,Built after 1978,Exempt,,,39.963067489945374,-75.19753020482821,3,7
886910250,2037-01-01,Active,3851 HAVERFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.96346092610304,-75.19906175168553,3,7
886910255,2037-01-01,Active,3855-59 HAVERFORD AVE,1.0,1,1,Built after 1978,Exempt,,,39.96344196422807,-75.19923191137958,3,7
886910260,2037-01-01,Active,3852-54 HAVERFORD AVE,2.0,1,1,Lead-Safe,Certified,2021/11/16 00:00:00+00,2025/11/16 00:00:00+00,39.96298911726758,-75.19923605532968,3,7
886910270,2037-01-01,Active,3819-31 HAVERFORD AVE,2.0,1,1,Built after 1978,Exempt,,,39.96353880222669,-75.1983268362999,3,7
886910275,2022-01-01,Inactive,3801 SPRING GARDEN ST,53.0,1,1,Lead-Safe,Certified,2022/11/08 00:00:00+00,2026/11/08 00:00:00+00,39.962530294875684,-75.19777512216501,3,7
886912222,2033-01-01,Active,1207 Christian St,2.0,1,1,Built after 1978,Exempt,,,39.93979244121462,-75.16295088590874,2,1
886912291,2037-01-01,Active,239 S 13TH ST,,1,0,,Not Certified,,,39.94751576358127,-75.16215156881618,1,1
886912292,2037-01-01,Active,247 S 13TH ST,,1,0,,Not Certified,,,39.9473155231091,-75.16219393029925,1,1
886912296,2037-01-01,Active,233 S 13TH ST,,1,0,,Not Certified,,,39.94766003244464,-75.16211957197328,1,1
886912297,2037-01-01,Active,237 S 13TH ST,,1,0,,Not Certified,,,39.94756352856294,-75.16214179630342,1,1
886912298,2037-01-01,Active,241 S 13TH ST,,1,0,,,,,39.94746510675557,-75.16216347667788,1,1
886912299,2037-01-01,Active,245 S 13TH ST,,1,0,,Not Certified,,,39.94736464786128,-75.1621758166767,1,1
886912310,2036-01-01,Active,"13th and Catharine Street, Philadelphia, PA 19147",,1,0,,,,,39.940899186970434,-75.16413475011579,2,1
886912454,2039-01-01,Active,6424 Keystone St,23.0,1,1,Lead-Safe,Certified,2022/02/28 00:00:00+00,2026/02/28 00:00:00+00,40.0194644236703,-75.04898047880272,6,5
886920600,2024-01-01,Inactive,3123 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/08 00:00:00+00,2028/10/08 00:00:00+00,39.98854589684612,-75.18452188773698,5,3
886921400,2024-01-01,Inactive,3137 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.98860064668911,-75.18492905285068,5,3
886921700,2024-01-01,Inactive,3200 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.98822827090644,-75.18559042648334,5,3
886921900,2024-01-01,Inactive,3204 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.98824419933852,-75.18568041463473,5,3
886922000,2024-01-01,Inactive,3206 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.98825184715517,-75.18574143415827,5,3
886922100,2024-01-01,Inactive,3209 DIAMOND ST,2.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.988702209714305,-75.1856856005949,5,3
886922200,2024-01-01,Inactive,3213 DIAMOND ST,4.0,1,1,Lead-Safe,Certified,2024/10/07 00:00:00+00,2028/10/07 00:00:00+00,39.98871857687318,-75.18579700511211,5,3
886922300,2024-01-01,Inactive,3215 DIAMOND ST,,1,0,,,,,39.98872687575662,-75.18585684201936,5,3
886930205,2043-01-01,Active,921-31 ELLSWORTH ST,64.0,1,1,Built after 1978,Exempt,,,39.93571754844421,-75.15941052018766,1,1
886930207,2060-01-01,Active,2006-16 HAINES ST,,1,0,,,,,40.058354804127,-75.15124394711039,9,4
886930208,2060-01-01,Active,2022-34 HAINES ST,,1,0,Built after 1978,Exempt,,,40.05839241452256,-75.15204348611745,9,4
886930300,2037-01-01,Active,1627-37 OGDEN ST,12.0,1,1,Built after 1978,Exempt,,,39.97036779393278,-75.16402884261132,5,3
886930302,2057-01-01,Active,22 S 22nd St,273.0,1,1,Lead-Free,Certified,2021/04/21 00:00:00+00,,39.953380693526356,-75.17717017566926,2,1
886930305,2024-01-01,Inconclusive,898 N 42nd St,3.0,1,1,Lead-Safe,Certified,2021/10/01 00:00:00+00,2025/10/01 00:00:00+00,39.9698874391662,-75.20840710918615,3,7
888058620,2055-01-01,Active,1019-25 N 4TH ST UNIT 1019B,,1,0,,,,,39.967348376595545,-75.143323758967,1,1
888303016,2003-01-01,Inactive,1914 Christian St,,1,0,,,,,39.94091237948859,-75.1748853072296,2,1
888303070,2005-01-01,Inactive,2342 FITZWATER ST UNIT C1,,1,0,,,,,39.943623895332465,-75.18201003153223,2,1
888303730,2020-01-01,Inactive,1909 CHRISTIAN ST UNIT A,,1,0,,Not Certified,,,39.94125285214084,-75.17457557394404,2,1
