,parcel_number,parcel_address,num_associated_hud_properties,cartodb_id,objectid,violationnumber,violationcode,addressobjectid,violationdate,posse_jobid,violationstatus,casetype,the_geom,the_geom_webmercator,parcel_id_num,casenumber,casecreateddate,casecompleteddate,council_district,casestatus,caseresponsibility,caseprioritydesc,violationcodetitle,violationresolutiondate,violationresolutioncode,mostrecentinvestigation,publicnov,opa_account_num,address,unit_type,unit_num,zip,censustract,opa_owner,systemofrecord,geocode_x,geocode_y,lng,lat
298,886650800,2112-22 W VENANGO ST,1,151106,152330,VI-2021-047095,9-3902 (2),129221695,2021-07-16 04:00:00.000000,371049025,COMPLIED,NOTICE OF VIOLATION,0101000020E61000003442C4A97FCA52C0689ACE7323014440,0101000020110F00009F28FCB71DEB5FC1EDF41AB828915241,220054,CF-2021-065467,2021-07-16 17:24:24.000000,2022-10-27 19:33:06.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,RENTAL LICENSE MULTI FAMILY (R2),2022-10-27 19:31:42.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2022-10-27 19:32:22.000000,,886650800,2112-22 W VENANGO ST,,,19140-3937,020200,2101 VENANGO LIMITED PART,ECLIPSE,2692784.33820024,256702.6923828189,-75.16404194036369,40.00889442050976
299,886650800,2112-22 W VENANGO ST,1,151107,152331,VI-2021-047118,PM-310.3,129221695,2021-07-16 04:00:00.000000,371049025,COMPLIED,NOTICE OF VIOLATION,0101000020E61000003442C4A97FCA52C0689ACE7323014440,0101000020110F00009F28FCB71DEB5FC1EDF41AB828915241,220054,CF-2021-065467,2021-07-16 17:24:24.000000,2022-10-27 19:33:06.000000,8,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,BED BUG LANDLORD REQUIREMENTS,2022-09-29 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-10-27 19:32:22.000000,,886650800,2112-22 W VENANGO ST,,,19140-3937,020200,2101 VENANGO LIMITED PART,ECLIPSE,2692784.33820024,256702.6923828189,-75.16404194036369,40.00889442050976
300,886604105,700 W Somerset St,1,153467,155396,VI-2021-050345,FC-13-915.1,156560556,2021-07-23 04:00:00.000000,374098287,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007289551F3AC952C0995CCE0F3BFF4340,0101000020110F0000786A45C1F4E85FC1B29FC73C0B8F5241,1025205,CF-2021-069483,2021-07-27 13:03:34.000000,2022-07-29 19:14:06.000000,5,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE ALARM TESTED/CERTIFIED,2022-07-29 19:12:16.000000,COMPLIED - OWNER REPAIR,2022-07-29 19:13:58.000000,,886604105,700 W SOMERSET ST,,,19133-2312,017500,700 SOMERSET PARTNERS LP,ECLIPSE,2698508.01489638,251439.190789783,-75.1441725097009,39.99398992134338
301,886604105,700 W Somerset St,1,153468,155397,VI-2021-050346,FC-13-915.1(A),156560556,2021-07-23 04:00:00.000000,374098287,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007289551F3AC952C0995CCE0F3BFF4340,0101000020110F0000786A45C1F4E85FC1B29FC73C0B8F5241,1025205,CF-2021-069483,2021-07-27 13:03:34.000000,2022-07-29 19:14:06.000000,5,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE SUPPRESSION CERTIFICATION,2022-07-29 19:12:33.000000,COMPLIED - OWNER REPAIR,2022-07-29 19:13:58.000000,,886604105,700 W SOMERSET ST,,,19133-2312,017500,700 SOMERSET PARTNERS LP,ECLIPSE,2698508.01489638,251439.190789783,-75.1441725097009,39.99398992134338
302,886604105,700 W Somerset St,1,153469,155398,VI-2021-050347,FC-13-907.5.1,156560556,2021-07-23 04:00:00.000000,374098287,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007289551F3AC952C0995CCE0F3BFF4340,0101000020110F0000786A45C1F4E85FC1B29FC73C0B8F5241,1025205,CF-2021-069483,2021-07-27 13:03:34.000000,2022-07-29 19:14:06.000000,5,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,PULL STATION SIGNS,2022-07-29 19:12:38.000000,COMPLIED - OWNER REPAIR,2022-07-29 19:13:58.000000,,886604105,700 W SOMERSET ST,,,19133-2312,017500,700 SOMERSET PARTNERS LP,ECLIPSE,2698508.01489638,251439.190789783,-75.1441725097009,39.99398992134338
303,886604105,700 W Somerset St,1,153470,155399,VI-2021-050354,FC-13-703.1.1,156560556,2021-07-27 04:00:00.000000,374098287,COMPLIED,NOTICE OF VIOLATION,0101000020E61000007289551F3AC952C0995CCE0F3BFF4340,0101000020110F0000786A45C1F4E85FC1B29FC73C0B8F5241,1025205,CF-2021-069483,2021-07-27 13:03:34.000000,2022-07-29 19:14:06.000000,5,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIREBLOCKING/DRAFTSTOPPING,2022-07-29 19:12:43.000000,COMPLIED - OWNER REPAIR,2022-07-29 19:13:58.000000,,886604105,700 W SOMERSET ST,,,19133-2312,017500,700 SOMERSET PARTNERS LP,ECLIPSE,2698508.01489638,251439.190789783,-75.1441725097009,39.99398992134338
304,886600800,5031 RACE ST,1,155803,157047,VI-2021-052351,9-203(7)(K),15550341,2021-07-12 04:00:00.000000,376125253,CLOSED,NOTICE OF VIOLATION,0101000020E610000011E61C0930CE52C0658751A146FB4340,0101000020110F0000BAFF8FD461F15FC110D4DA1FA98A5241,53945,CF-2021-072183,2021-08-02 17:27:16.000000,2021-10-21 18:47:15.000000,3,CLOSED,VENDING INVESTIGATOR,STANDARD,ST VENDOR UNATTENDED CONVEYANCE,2021-10-21 04:00:00.000000,CLOSED - ADMINISTRATIVELY,2021-10-21 18:47:14.000000,,886600800,5031 RACE ST,,,19139-2709,009300,DUNLAP MANAGEMENT PARTNER,ECLIPSE,2677122.41573949,239557.397706133,-75.22168186018122,39.96309296112921
305,881054710,1605 W ALLEGHENY AVE,1,156338,159114,VI-2021-054475,FC-13-901.7(A),156759328,2021-08-09 04:00:00.000000,378488423,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000F01214D303CA52C0D583CEB051004440,0101000020110F00000F63C75D4BEA5FC11F23FB2340905241,178833,CF-2021-075419,2021-08-09 19:51:20.000000,2021-08-11 19:04:52.000000,8,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,FIRE ALARM INOPERABLE,2021-08-10 04:00:00.000000,COMPLIED - OWNER REPAIR,2021-08-11 19:04:52.000000,,881054710,1605 W ALLEGHENY AVE,,,19132-1746,020101,ALLEGHENY APTS LLC,ECLIPSE,2694969.21871017,254433.853301273,-75.15648343048429,40.00249300082911
306,881054710,1605 W ALLEGHENY AVE,1,156339,159115,VI-2021-054476,FC-13-915,156759328,2021-08-09 04:00:00.000000,378488423,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000F01214D303CA52C0D583CEB051004440,0101000020110F00000F63C75D4BEA5FC11F23FB2340905241,178833,CF-2021-075419,2021-08-09 19:51:20.000000,2021-08-11 19:04:52.000000,8,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,CERTIFICATION,2021-08-11 04:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2021-08-11 19:04:52.000000,,881054710,1605 W ALLEGHENY AVE,,,19132-1746,020101,ALLEGHENY APTS LLC,ECLIPSE,2694969.21871017,254433.853301273,-75.15648343048429,40.00249300082911
307,881054710,1605 W ALLEGHENY AVE,1,156340,159116,VI-2021-054477,FC-13-901.7,156759328,2021-08-09 04:00:00.000000,378488423,COMPLIED,NOTICE OF VIOLATION,0101000020E6100000F01214D303CA52C0D583CEB051004440,0101000020110F00000F63C75D4BEA5FC11F23FB2340905241,178833,CF-2021-075419,2021-08-09 19:51:20.000000,2021-08-11 19:04:52.000000,8,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,FIRE WATCH REQUIRED,2021-08-11 04:00:00.000000,COMPLIED - OWNER REPAIR,2021-08-11 19:04:52.000000,,881054710,1605 W ALLEGHENY AVE,,,19132-1746,020101,ALLEGHENY APTS LLC,ECLIPSE,2694969.21871017,254433.853301273,-75.15648343048429,40.00249300082911
308,886761652,4200-60 WOODHAVEN RD,1,156745,157213,VI-2021-052453,FC-13-1008.2.5,127907332,2021-07-28 04:00:00.000000,376275536,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006588A12BF4BD52C0715A8D57970A4440,0101000020110F0000A02CD6ACCED55FC153DE7969A59B5241,176349,CF-2021-072429,2021-08-02 22:49:46.000000,2021-12-08 14:19:52.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXIT DOORS SELF CLOSING/LATCHING,2021-12-03 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-12-08 14:19:51.000000,,886761652,4200-60 WOODHAVEN RD,,,19154-2833,036203,"HAVEN ARMS APTS LLC, CPD HAVEN ARMS LLC",ECLIPSE,2746819.7803906593,285259.8816917539,-74.96802798056304,40.08274359132782
309,886761652,4200-60 WOODHAVEN RD,1,156746,157214,VI-2021-052911,FC-13-907.5.1,127907332,2021-07-28 04:00:00.000000,376275536,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006588A12BF4BD52C0715A8D57970A4440,0101000020110F0000A02CD6ACCED55FC153DE7969A59B5241,176349,CF-2021-072429,2021-08-02 22:49:46.000000,2021-12-08 14:19:52.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,PULL STATION SIGNS,2021-12-03 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-12-08 14:19:51.000000,,886761652,4200-60 WOODHAVEN RD,,,19154-2833,036203,"HAVEN ARMS APTS LLC, CPD HAVEN ARMS LLC",ECLIPSE,2746819.7803906593,285259.8816917539,-74.96802798056304,40.08274359132782
310,886761652,4200-60 WOODHAVEN RD,1,156747,157215,VI-2021-052912,FC-13-1016.2,127907332,2021-07-28 04:00:00.000000,376275536,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006588A12BF4BD52C0715A8D57970A4440,0101000020110F0000A02CD6ACCED55FC153DE7969A59B5241,176349,CF-2021-072429,2021-08-02 22:49:46.000000,2021-12-08 14:19:52.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,MAINTENANCE OF EXITS/LIGHTING,2021-12-03 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-12-08 14:19:51.000000,,886761652,4200-60 WOODHAVEN RD,,,19154-2833,036203,"HAVEN ARMS APTS LLC, CPD HAVEN ARMS LLC",ECLIPSE,2746819.7803906593,285259.8816917539,-74.96802798056304,40.08274359132782
311,886761652,4200-60 WOODHAVEN RD,1,156748,157216,VI-2021-052913,FC-13-915,127907332,2021-07-28 04:00:00.000000,376275536,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006588A12BF4BD52C0715A8D57970A4440,0101000020110F0000A02CD6ACCED55FC153DE7969A59B5241,176349,CF-2021-072429,2021-08-02 22:49:46.000000,2021-12-08 14:19:52.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,CERTIFICATION,2021-12-08 05:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2021-12-08 14:19:51.000000,,886761652,4200-60 WOODHAVEN RD,,,19154-2833,036203,"HAVEN ARMS APTS LLC, CPD HAVEN ARMS LLC",ECLIPSE,2746819.7803906593,285259.8816917539,-74.96802798056304,40.08274359132782
312,886761652,4200-60 WOODHAVEN RD,1,156749,157217,VI-2021-052914,PM15-305.3,127907332,2021-07-28 04:00:00.000000,376275536,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006588A12BF4BD52C0715A8D57970A4440,0101000020110F0000A02CD6ACCED55FC153DE7969A59B5241,176349,CF-2021-072429,2021-08-02 22:49:46.000000,2021-12-08 14:19:52.000000,10,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,INTERIOR SURFACES,2021-12-03 05:00:00.000000,COMPLIED - OWNER REPAIR,2021-12-08 14:19:51.000000,,886761652,4200-60 WOODHAVEN RD,,,19154-2833,036203,"HAVEN ARMS APTS LLC, CPD HAVEN ARMS LLC",ECLIPSE,2746819.7803906593,285259.8816917539,-74.96802798056304,40.08274359132782
313,886904025,2935 FRANKFORD AVE,1,157488,159473,VI-2021-054838,PM15-901.1,128999229,2021-08-10 04:00:00.000000,378921705,COMPLIED,NOTICE OF VIOLATION,0101000020E61000002920A4B577C752C0EBCF81E8B4FE4340,0101000020110F0000B9D2F2AEF7E55FC1EF2E7285768E5241,5495,CF-2021-076030,2021-08-10 19:37:47.000000,2024-07-30 15:17:41.000000,1,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,VACANT PROPERTIES,2022-04-12 04:00:00.000000,COMPLIED - OWNER REPAIR,2024-07-30 15:17:40.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335473&hash=D838085D0DD5A98A286E2968589431F50C9607647D885896D64B73A1E82765DC,886904025,2935 FRANKFORD AVE,,,19134-3618,017800,KINGS HIGHWAY APTS LLC,ECLIPSE,2706251.66424697,250176.914220036,-75.11668149021047,39.98989588106618
314,886904025,2935 FRANKFORD AVE,1,157489,159474,VI-2021-054839,9-3905,128999229,2021-08-10 04:00:00.000000,378921705,COMPLIED,NOTICE OF VIOLATION,0101000020E61000002920A4B577C752C0EBCF81E8B4FE4340,0101000020110F0000B9D2F2AEF7E55FC1EF2E7285768E5241,5495,CF-2021-076030,2021-08-10 19:37:47.000000,2024-07-30 15:17:41.000000,1,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,VACANT STRUCTURE LICENSE,2024-07-29 04:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2024-07-30 15:17:40.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335473&hash=D838085D0DD5A98A286E2968589431F50C9607647D885896D64B73A1E82765DC,886904025,2935 FRANKFORD AVE,,,19134-3618,017800,KINGS HIGHWAY APTS LLC,ECLIPSE,2706251.66424697,250176.914220036,-75.11668149021047,39.98989588106618
315,886904025,2935 FRANKFORD AVE,1,157490,159475,VI-2021-054840,PM15-301,128999229,2021-08-10 04:00:00.000000,378921705,COMPLIED,NOTICE OF VIOLATION,0101000020E61000002920A4B577C752C0EBCF81E8B4FE4340,0101000020110F0000B9D2F2AEF7E55FC1EF2E7285768E5241,5495,CF-2021-076030,2021-08-10 19:37:47.000000,2024-07-30 15:17:41.000000,1,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,VACANT STRUCTURE & LAND,2022-04-12 04:00:00.000000,COMPLIED - OWNER REPAIR,2024-07-30 15:17:40.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335473&hash=D838085D0DD5A98A286E2968589431F50C9607647D885896D64B73A1E82765DC,886904025,2935 FRANKFORD AVE,,,19134-3618,017800,KINGS HIGHWAY APTS LLC,ECLIPSE,2706251.66424697,250176.914220036,-75.11668149021047,39.98989588106618
316,886655100,1717-25 N 54TH ST,1,160412,161638,VI-2021-057145,FC-13-915.1,134953333,2021-08-18 04:00:00.000000,382463697,COMPLIED,NOTICE OF VIOLATION,0101000020E610000061D0AD04BFCE52C039D646D6DCFD4340,0101000020110F0000732067B354F25FC1BC6E8A03878D5241,375519,CF-2021-079087,2021-08-18 18:16:22.000000,2022-02-11 19:19:33.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,FIRE ALARM TESTED/CERTIFIED,2022-02-11 05:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2022-02-11 19:19:32.000000,,886655100,1717-25 N 54TH ST,,,19131-3348,011900,WYNNEFIELD PLACE LP,ECLIPSE,2674467.12747301,246846.2578631459,-75.23040883039495,39.98330191096142
317,886655100,1717-25 N 54TH ST,1,160413,161639,VI-2021-057149,FC-13-604,134953333,2021-08-18 04:00:00.000000,382463697,COMPLIED,NOTICE OF VIOLATION,0101000020E610000061D0AD04BFCE52C039D646D6DCFD4340,0101000020110F0000732067B354F25FC1BC6E8A03878D5241,375519,CF-2021-079087,2021-08-18 18:16:22.000000,2022-02-11 19:19:33.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EMERGENCY/STANDBY POWER,2021-09-13 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-11 19:19:32.000000,,886655100,1717-25 N 54TH ST,,,19131-3348,011900,WYNNEFIELD PLACE LP,ECLIPSE,2674467.12747301,246846.2578631459,-75.23040883039495,39.98330191096142
318,886655100,1717-25 N 54TH ST,1,160414,161640,VI-2021-057168,PM15-604.4,134953333,2021-08-18 04:00:00.000000,382463697,COMPLIED,NOTICE OF VIOLATION,0101000020E610000061D0AD04BFCE52C039D646D6DCFD4340,0101000020110F0000732067B354F25FC1BC6E8A03878D5241,375519,CF-2021-079087,2021-08-18 18:16:22.000000,2022-02-11 19:19:33.000000,4,CLOSED,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,ELECTRICAL- WATER DAMAGED,2021-09-13 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-11 19:19:32.000000,,886655100,1717-25 N 54TH ST,,,19131-3348,011900,WYNNEFIELD PLACE LP,ECLIPSE,2674467.12747301,246846.2578631459,-75.23040883039495,39.98330191096142
319,451398200,3216 ARAMINGO AVE,1,160559,160963,VI-2021-056417,PM15-304.6,15872548,2021-08-16 04:00:00.000000,381498173,OPEN,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXTERIOR STRUCTURE WALLS,,,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
320,451398200,3216 ARAMINGO AVE,1,160560,160964,VI-2021-056418,PM15-304.15,15872548,2021-08-16 04:00:00.000000,381498173,COMPLIED,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXTERIOR STRUCTURE DOORS,2022-05-31 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
321,451398200,3216 ARAMINGO AVE,1,160561,160965,VI-2021-056443,PM15-305.3,15872548,2021-08-16 04:00:00.000000,381498173,OPEN,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,INTERIOR SURFACES,,,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
322,451398200,3216 ARAMINGO AVE,1,160562,160966,VI-2021-056444,PM15-305.3,15872548,2021-08-16 04:00:00.000000,381498173,OPEN,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,INTERIOR SURFACES,,,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
323,451398200,3216 ARAMINGO AVE,1,160563,160967,VI-2021-056445,PM15-304.5,15872548,2021-08-16 04:00:00.000000,381498173,COMPLIED,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,EXTERIOR STRUCTURE FOUNDATIONS,2022-09-14 04:00:00.000000,COMPLIED - OWNER REPAIR,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
324,451398200,3216 ARAMINGO AVE,1,160564,160968,VI-2021-056463,9-3902 (1),15872548,2021-08-16 04:00:00.000000,381498173,CVN ISSUED,NOTICE OF VIOLATION,0101000020E610000068161D08C7C652C062E9EC2B97FE4340,0101000020110F00006D710B94CBE45FC1FCEACF8E558E5241,87722,CF-2021-078049,2021-08-16 20:00:12.000000,,6,IN VIOLATION,PROPERTY MAINTENANCE INVESTIGATOR,STANDARD,RENTAL LICENSE- ONE & TWO FAMILY (R3),2021-08-16 04:00:00.000000,CVN ISSUED,2022-05-31 20:05:59.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855335812&hash=45F838AEBD1BBE0D0D77043F427E9CD9050E10575728FCB5457B70AD5626AB48,451398200,3216 ARAMINGO AVE,,,19134-4405,038200,2255 E CLEARFIELD ST LLC,ECLIPSE,2709281.78655278,249936.7498404189,-75.10589793053225,39.98898839061691
325,881150555,6515-19 N BROAD ST,1,161747,162217,VI-2021-057759,FC-13-915.1,129914040,2021-08-20 04:00:00.000000,383296336,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006703C65C0AC952C0568097F9BF064440,0101000020110F0000F8413AA1A3E85FC14BD7211662975241,526058,CF-2021-080209,2021-08-20 16:34:06.000000,2022-02-17 14:13:03.000000,9,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,FIRE ALARM TESTED/CERTIFIED,2022-02-16 05:00:00.000000,COMPLIED - LICENSE/CERTIFICATE/REPORT OBTAINED,2022-02-17 14:13:02.000000,,881150555,6515-19 N BROAD ST,,,19126-3620,026800,MILLER 12 LLC,ECLIPSE,2698692.35923286,272853.288154705,-75.14125747048602,40.05273361108327
326,881150555,6515-19 N BROAD ST,1,161748,162218,VI-2021-057760,FC-13-901.6,129914040,2021-08-20 04:00:00.000000,383296336,COMPLIED,NOTICE OF VIOLATION,0101000020E61000006703C65C0AC952C0568097F9BF064440,0101000020110F0000F8413AA1A3E85FC14BD7211662975241,526058,CF-2021-080209,2021-08-20 16:34:06.000000,2022-02-17 14:13:03.000000,9,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,FIRE SYSTEMS MAINTAINED,2022-01-10 05:00:00.000000,COMPLIED - OWNER REPAIR,2022-02-17 14:13:02.000000,,881150555,6515-19 N BROAD ST,,,19126-3620,026800,MILLER 12 LLC,ECLIPSE,2698692.35923286,272853.288154705,-75.14125747048602,40.05273361108327
327,881150555,6515-19 N BROAD ST,1,161749,162219,VI-2021-057761,FC-13-1011.1.5,129914040,2021-08-20 04:00:00.000000,383296336,CLOSED,NOTICE OF VIOLATION,0101000020E61000006703C65C0AC952C0568097F9BF064440,0101000020110F0000F8413AA1A3E85FC14BD7211662975241,526058,CF-2021-080209,2021-08-20 16:34:06.000000,2022-02-17 14:13:03.000000,9,CLOSED,FIRE SAFETY INVESTIGATOR,STANDARD,FIRE ESCAPE REPORT,2022-02-16 05:00:00.000000,CLOSED - WRITTEN IN ERROR,2022-02-17 14:13:02.000000,,881150555,6515-19 N BROAD ST,,,19126-3620,026800,MILLER 12 LLC,ECLIPSE,2698692.35923286,272853.288154705,-75.14125747048602,40.05273361108327
328,886761000,4101-23 HAVERFORD AVE,1,162603,164607,VI-2021-060237,PM15-302.3,129056185,2021-08-30 04:00:00.000000,386095366,COMPLIED,NOTICE OF VIOLATION,0101000020E61000005CA63AC935CD52C07E3B8BAF59FB4340,0101000020110F000096F69BC1B8EF5FC1A1A65C3DBE8A5241,529904,CF-2021-083497,2021-08-30 12:06:04.000000,2023-06-12 17:13:00.000000,3,CLOSED,BUILDING INVESTIGATOR,STANDARD,EXTERIOR AREA SIDEWALKS WITHIN THE PROPERTY LINE,2023-06-12 17:10:33.000000,COMPLIED - OWNER REPAIR,2023-06-12 17:12:55.000000,,886761000,4101-23 HAVERFORD AVE,,,19104-5231,010600,PHILADELPHIA HOUSING AUTH,ECLIPSE,2681396.04888199,239892.0818253,-75.20640784003757,39.96367449091393
329,122039702,83 CHURCH LN,3,163234,162949,VI-2021-058461,PM15-108.1,135664737,2021-08-24 04:00:00.000000,384168821,OPEN,NOTICE OF VIOLATION,0101000020E6100000DF95D1F8EACA52C05D9AF9E58E044440,0101000020110F000043CF54FED3EB5FC17B9AA8A0F3945241,51502,CF-2021-081198,2021-08-24 13:24:38.000000,,8,IN VIOLATION,CSU INVESTIGATOR,UNSAFE,UNSAFE STRUCTURE,,,2025-04-03 18:44:55.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855336277&hash=1EA3A239BC2AA5480C89E6D824C86F4702935E6D13D6BB80A8113AF051161942,122039702,83 CHURCH LN,,,19144-2212,024600,LOWER GERMANTOWN LMT'D,ECLIPSE,2690666.19884722,266377.2531376409,-75.17059154956176,40.0356109112515
330,122039702,83 CHURCH LN,3,163235,162950,VI-2021-058462,PM15-304.1(H),135664737,2021-08-24 04:00:00.000000,384168821,OPEN,NOTICE OF VIOLATION,0101000020E6100000DF95D1F8EACA52C05D9AF9E58E044440,0101000020110F000043CF54FED3EB5FC17B9AA8A0F3945241,51502,CF-2021-081198,2021-08-24 13:24:38.000000,,8,IN VIOLATION,CSU INVESTIGATOR,UNSAFE,ROOF DEFICIENCIES,,,2025-04-03 18:44:55.000000,https://eclipse.phila.gov/phillylmsprod/pub/lms/download.aspx?PosseObjectId=855336277&hash=1EA3A239BC2AA5480C89E6D824C86F4702935E6D13D6BB80A8113AF051161942,122039702,83 CHURCH LN,,,19144-2212,024600,LOWER GERMANTOWN LMT'D,ECLIPSE,2690666.19884722,266377.2531376409,-75.17059154956176,40.0356109112515
