,nhpd_property_id,parcel_number,HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
248,1083711,881070144,,PAA1991090,1083711,b03cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,4,1720 W GIRARD AVE,1720 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165039,39.972007,ELAYNE RUTBERG,For Profit,,,1,2,1,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4685,,,
249,1083711,471022200,,PAA1991090,1083711,b03cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,4,1720 W GIRARD AVE,1720 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165039,39.972007,ELAYNE RUTBERG,For Profit,,,1,2,1,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4685,,,
250,1083711,881070105,,PAA1991090,1083711,b03cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,4,1720 W GIRARD AVE,1720 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165039,39.972007,ELAYNE RUTBERG,For Profit,,,1,2,1,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4685,,,
251,1083711,881070146,,PAA1991090,1083711,b03cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,4,1720 W GIRARD AVE,1720 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165039,39.972007,ELAYNE RUTBERG,For Profit,,,1,2,1,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4685,,,
252,1083711,881070285,,PAA1991090,1083711,b03cc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,4,1720 W GIRARD AVE,1720 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165039,39.972007,ELAYNE RUTBERG,For Profit,,,1,2,1,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4685,,,
253,1083844,881070132,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
254,1083844,471021200,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
255,1083844,881070142,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
256,1083844,471021700,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
257,1083844,471021800,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
258,1083844,471021900,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
259,1083844,881070144,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
260,1083844,471022200,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
261,1083844,881070105,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
262,1083844,881070146,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
263,1083844,881070285,,PAA1992010,1083844,7451c2b8-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1992,2022-01-01,4,1728 W GIRARD AVE,1728 W GIRARD AVE,PHILADELPHIA,PA,19130,-75.165374,39.972049,ELAYNE RUTBERG,For Profit,,,1,1,2,Family,,,,4,,Non-programmatic,Acquisition and Rehab,7323,,,
264,1083788,886610710,,PAA1991375,1083788,4c3ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,24,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163712,39.985821,1260 HOUSING DEVELOPMENT CORPORATION                                                                ,Non-Profit,,,,,,,,,,24,,Non-programmatic,,206177,,,
265,1083788,886610710,,PAA1991380,1083788,503ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1991,2021-01-01,25,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163712,39.985821,,,,,,,,,,,,25,,Missing from Subsequent Updates,,,,,
266,1083788,886610710,,PAA2008100,1083788,543ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2008,2038-01-01,24,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163742,39.985824,COLUMBUS PROPERTY MGMT,For Profit,,,16,8,,Family,,,,24,,Non-programmatic,Acquisition and Rehab,358182,,,
267,1083788,886610720,,PAA1991375,1083788,4c3ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,24,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163712,39.985821,1260 HOUSING DEVELOPMENT CORPORATION                                                                ,Non-Profit,,,,,,,,,,24,,Non-programmatic,,206177,,,
268,1083788,886610720,,PAA1991380,1083788,503ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1991,2021-01-01,25,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163712,39.985821,,,,,,,,,,,,25,,Missing from Subsequent Updates,,,,,
269,1083788,886610720,,PAA2008100,1083788,543ec9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2008,2038-01-01,24,DOROTHY LOVELL GARDENS,1821 W DIAMOND ST,PHILADELPHIA,PA,19121,-75.163742,39.985824,COLUMBUS PROPERTY MGMT,For Profit,,,16,8,,Family,,,,24,,Non-programmatic,Acquisition and Rehab,358182,,,
270,1084027,886612500,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
271,1084027,886612300,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
272,1084027,886612600,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
273,1084027,886612705,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
274,1084027,886612405,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
275,1084027,886612710,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
276,1084027,886612410,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
277,1084027,886612715,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
278,1084027,886612415,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
279,1084027,886612720,,PAA1994145,1084027,8c8ebbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1994,2024-01-01,39,GRATZ COMMONS,2122 N GRATZ ST,PHILADELPHIA,PA,19121,-75.163803,39.986408,,For Profit,,,,,,,,,,39,,Non-programmatic,Acquisition and Rehab,,,,
280,1083590,171109605,,PAA1987370,1083590,50a6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/1987,2002-01-01,126,NORFOLK MANOR,1415 CLEARVIEW ST,PHILADELPHIA,PA,19141,-75.145027,40.040771,,For Profit,,,,,,,,,,126,,Non-programmatic,Acquisition and Rehab,,,,
281,1083966,172238400,,PAA1989400,1083966,9910d9a6-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,4,5971 73 OGONTZ AVE,5971 OGONTZ AVE,PHILADELPHIA,PA,19141,-75.149696,40.045398,7704 CHELTENHAM AVENUE,For Profit,,,,4,,Family,,,,4,,Non-programmatic,Acquisition and Rehab,4654,,,
282,1104708,886810798,,PAA0000138,1104708,053fb82f-d668-e711-806a-005056ba3ab9,Active,LIHTC,,01/01/2015,2045-01-01,,LINDLEY COURT,5017 N 13TH ST,PHILADELPHIA,PA,19141,-75.144371,40.029407,,,,,,,,,,,,48,,,,,,,
283,1104708,886810798,,,1104708,b2036e0c-e3dc-ea11-8ab3-005056ba3ab9,Active,Project Based Vouchers,Project Based Vouchers,,,11,,1300 LINDLEY AVE,PHILADELPHIA,PA,19141,,,,,,,,,,,,,,11,,,,,,,
284,1104708,886810798,,PAA20161014,1104708,4d1191ca-3cc8-e911-a021-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2016,2051-01-01,48,LINDLEY COURT,1300 LINDLEY AVE,PHILADELPHIA,PA,19141,-75.144447,40.030014,WES MANAGEMENT SERVICES,,,,48,0,0,Elderly or disabled,,,,48,,,Acquisition and Rehab,,,,
285,1104708,886810798,,4175210725,1104708,8c13b895-544b-e911-af29-005056ba3ab9,Active,HOME,HOME,05/10/2017,2032-05-10,48,LINDLEY COURT APARTMENTS,1300 LINDLEY AVE,PHILADELPHIA,PA,19141,-75.144447,40.030014,WES CORPORATION,,,,,,,,,,,48,,,Rehabilitation Only,,,,
286,1083516,171295500,,PAA1987065,1083516,302fe99a-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1987,2002-01-01,1,2015 W GODFREY AVE,2015 W GODFREY AVE,PHILADELPHIA,PA,19138,-75.153724,40.049018,JAMES LIPSCHUTZ REAL ESTATE,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,346,,,
287,1083606,493015800,,PAA1988045,1083606,e4a6e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,1218 WAGNER AVE,1218 WAGNER AVE,PHILADELPHIA,PA,19141,-75.142822,40.03255,MICHAEL C AXELROD,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,1085,,,
288,1083677,493073600,,PAA1988305,1083677,60a8e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,2,5620 N 11TH ST,5620 N 11TH ST,PHILADELPHIA,PA,19141,-75.140319,40.038711,EVENT,For Profit,,,2,,,Family,,,,2,,Non-programmatic,Acquisition and Rehab,1274,,,
289,1083739,492033600,,PAA1988390,1083739,d0a8e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,816 W WELLENS AVE,816 W WELLENS AVE,PHILADELPHIA,PA,19141,-75.136741,40.031734,EVENT,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,837,,,
290,1084064,492032600,,PAA1995010,1084064,848fbbbe-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1995,2025-01-01,1,742 W WELLENS AVE,742 W WELLENS AVE,PHILADELPHIA,PA,19120,-75.136131,40.031646,EDWARD RUSSELL,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,3754,,,
291,1083960,493143800,,PAA1989385,1083960,8110d9a6-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1989,2004-01-01,2,5822 N 12TH ST,5822 N 12TH ST,PHILADELPHIA,PA,19141,-75.140571,40.041259,JOSEPH W LESSER REAL ESTATE,For Profit,,,2,,,Family,,,,2,,Non-programmatic,Acquisition and Rehab,1034,,,
292,1083638,252246100,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
293,1083638,252355800,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
294,1083638,252342000,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
295,1083638,252342500,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
296,1083638,251423700,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
297,1083638,252387300,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
298,1083638,252346400,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
299,1083638,252334400,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
300,1083638,252375600,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
301,1083638,252335100,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
302,1083638,252349200,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
303,1083638,252363600,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
304,1083638,252364000,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
305,1083638,451398200,,PAA1988185,1083638,a8a7e1a0-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1988,2003-01-01,1,3087 WEIKEL ST,3087 WEIKEL ST,PHILADELPHIA,PA,19134,-75.110366,39.988498,MICHAEL C AXELROD,For Profit,,,,1,,Family,,,,1,,Non-programmatic,Acquisition and Rehab,421,,,
306,1083770,331052400,,PAA1991280,1083770,dc3dc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% Tax Credit,01/01/1991,2021-01-01,2,768 E HILTON ST,768 E HILTON ST,PHILADELPHIA,PA,19134,-75.11602,39.997173,ROBERT MAHALLATI,For Profit,,,,2,,Family,,,,2,,Non-programmatic,Acquisition and Rehab,3364,,,
307,1161115,886671150,,PAA20201008,1161115,6fbb936d-1546-ee11-80c8-005056ba3ab9,Active,LIHTC,,01/01/2020,2060-01-01,42,MAGUIRE RESIDENCE,1920 E ORLEANS ST,PHILADELPHIA,PA,19134,-75.117424,39.992202,,,,,42,0,0,Family,,,,42,,,Acquisition and Rehab,,,,
308,1161115,886671150,,PA002000184,1161115,c660959c-defa-eb11-83c6-005056ba3ab9,Active,Public Housing,Public Housing,12/30/1899,,27,MAGUIRE RESIDENCE,1920 E ORLEANS ST,PHILADELPHIA,PA,19134,-75.117424,39.992202,Philadelphia Housing Authority,Public Entity,Philadelphia Housing Authority,Public Entity,,,,Eldery or Disabled,1/1/2020,,,27,,,,,,,
309,1161115,886671150,,4175211584,1161115,c85d3484-7d2d-ed11-8b14-005056ba3ab9,Active,HOME,HOME,04/28/2021,2031-04-28,42,MAGUIRE RESIDENCE 1920 E ORLEANS STREET,1920 E ORLEANS ST,PHILADELPHIA,PA,19134,-75.117424,39.992202,1920 EAST ORLEANS LIMITED PARTNERSHIP,,,,,,,,,,,42,,,Rehabilitation Only,,,,
310,1151056,886666100,800251463,PAA20171008,1151056,f48ffef9-dedc-ea11-8ab3-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2017,2052-01-01,51,ORINOKA MILLS CIVIC HOUSE,2771 RUTH ST,PHILADELPHIA,PA,19134,-75.122108,39.990558,NEW KENSINGTON COMMUNITY DEV CORP,,,,27,24,0,Mixed,,,,51,,,Acquisition and Rehab,,,,
311,1151056,886666100,800251463,PA23RDD1323,1151056,f231417e-695b-eb11-a965-005056ba3ab9,Active,Section 8,811 PRA DEMO,11/01/2019,2039-10-31,5,ORINOKA CIVIC HOUSE,2771 RUTH ST,PHILADELPHIA,PA,19134,-75.122112,39.99056,"Orinoka Mills, LP",NON PROFIT,MULTIFAMILY MANAGEMENT OF PHILADELPHIA LLC,Limited Dividend,5,0,0,Disabled,,,54.76,46,,,,,,0,
312,1083860,252060300,,PAA1989130,1083860,f10ed9a6-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1989,2004-01-01,1,2035 E AUBURN ST,2035 E AUBURN ST,PHILADELPHIA,PA,19134,-75.118453,39.988956,ABBEYFIELD SOCIETY INC,For Profit,,,,,1,Family,,,,1,,Non-programmatic,Acquisition and Rehab,969,,,
313,1083732,252527800,,PAA1991180,1083732,403dc9b2-cdff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1991,2021-01-01,1,2869 JASPER ST,2869 JASPER ST,PHILADELPHIA,PA,19134,-75.119743,39.99105,DESREV ASSOC,For Profit,,,,,,,,,,1,,Non-programmatic,Acquisition and Rehab,,,,
314,1084336,886904120,,4175206115,1084336,3f4b56e0-dd68-e711-806a-005056ba3ab9,Inactive,HOME,HOME,06/01/2003,2008-06-01,31,KINGS HIGHWAY PHASE II,2900 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.117843,39.989902,KAN KARP,,,,,,,,,,,31,,End Date Passed,Rehabilitation Only,,,,
315,1084336,886904120,,PAA2001090,1084336,2f37add0-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,2031-01-01,31,KINGS HIGHWAY PHASE II,2953 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.116195,39.990173,COLUMBUS PROPERTY MGMT,Non-Profit,,,2,5,24,Family,,,,31,,,New Construction,463677,,,
316,1084336,886904005,,4175206115,1084336,3f4b56e0-dd68-e711-806a-005056ba3ab9,Inactive,HOME,HOME,06/01/2003,2008-06-01,31,KINGS HIGHWAY PHASE II,2900 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.117843,39.989902,KAN KARP,,,,,,,,,,,31,,End Date Passed,Rehabilitation Only,,,,
317,1084336,886904005,,PAA2001090,1084336,2f37add0-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,2031-01-01,31,KINGS HIGHWAY PHASE II,2953 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.116195,39.990173,COLUMBUS PROPERTY MGMT,Non-Profit,,,2,5,24,Family,,,,31,,,New Construction,463677,,,
318,1084336,886904010,,4175206115,1084336,3f4b56e0-dd68-e711-806a-005056ba3ab9,Inactive,HOME,HOME,06/01/2003,2008-06-01,31,KINGS HIGHWAY PHASE II,2900 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.117843,39.989902,KAN KARP,,,,,,,,,,,31,,End Date Passed,Rehabilitation Only,,,,
319,1084336,886904010,,PAA2001090,1084336,2f37add0-cdff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,2031-01-01,31,KINGS HIGHWAY PHASE II,2953 FRANKFORD AVE,PHILADELPHIA,PA,19134,-75.116195,39.990173,COLUMBUS PROPERTY MGMT,Non-Profit,,,2,5,24,Family,,,,31,,,New Construction,463677,,,
